#{"t_start": 1763990325.8448906, "env_id": "None"}
r,l,t
985.0,200,258.725412
985.0,200,259.304291
985.0,200,259.671365
-615.0,200,260.184572
985.0,200,260.451008
985.0,200,260.705313
-615.0,200,260.967111
985.0,200,261.460969
-615.0,200,261.719159
985.0,200,261.974188
-615.0,200,262.232128
985.0,200,262.667156
-615.0,200,263.465751
-615.0,200,263.970537
985.0,200,264.493318
985.0,200,264.937156
985.0,200,265.302293
985.0,200,265.677513
985.0,200,265.934287
985.0,200,266.192369
-615.0,200,266.458911
-615.0,200,266.954996
985.0,200,267.215683
-615.0,200,267.495852
985.0,200,267.9733
985.0,200,268.623194
985.0,200,269.303211
985.0,200,269.820484
985.0,200,270.070653
-615.0,200,271.949407
985.0,200,272.490894
-615.0,200,272.880927
985.0,200,273.158957
985.0,200,273.635364
-615.0,200,274.139143
-615.0,200,274.968471
-615.0,200,275.642185
985.0,200,276.377536
985.0,200,277.002215
-615.0,200,277.552163
985.0,200,277.963995
-615.0,200,278.362054
-615.0,200,278.744612
-615.0,200,279.306086
985.0,200,279.628425
985.0,200,279.887322
-615.0,200,280.51819
985.0,200,281.127869
-615.0,200,281.416526
985.0,200,281.673393
985.0,200,281.946116
985.0,200,282.48014
985.0,200,283.155224
985.0,200,283.773953
985.0,200,284.327629
985.0,200,285.004218
985.0,200,285.375883
-615.0,200,286.181138
985.0,200,287.009282
985.0,200,287.746826
-615.0,200,288.155522
-615.0,200,288.45709
985.0,200,288.72157
-615.0,200,289.05719
-615.0,200,289.458282
985.0,200,289.712783
-615.0,200,289.979098
-615.0,200,290.359097
-615.0,200,290.835167
985.0,200,291.150223
985.0,200,291.39224
985.0,200,291.707033
-615.0,200,292.26323
-615.0,200,292.890274
-615.0,200,293.492292
-615.0,200,293.756114
985.0,200,294.004523
985.0,200,294.255879
985.0,200,294.67114
985.0,200,297.397522
-615.0,200,298.035332
985.0,200,298.97692
-615.0,200,299.254095
985.0,200,299.511425
985.0,200,299.768414
-615.0,200,300.177197
-615.0,200,300.659264
985.0,200,301.122336
-615.0,200,301.473242
985.0,200,301.817158
-615.0,200,302.072781
985.0,200,302.332904
985.0,200,302.584407
985.0,200,302.992265
985.0,200,303.382134
-615.0,200,303.628275
985.0,200,303.911584
985.0,200,304.721889
985.0,200,305.186026
-615.0,200,305.522094
985.0,200,306.173903
985.0,200,306.423248
985.0,200,306.671182
985.0,200,306.915292
-615.0,200,307.331878
985.0,200,307.994467
985.0,200,308.724283
985.0,200,309.321075
985.0,200,310.052437
985.0,200,310.914235
985.0,200,311.39204
985.0,200,311.839068
985.0,200,312.097001
985.0,200,312.371371
-615.0,200,312.838315
-615.0,200,313.232062
985.0,200,313.504523
985.0,200,313.766122
985.0,200,314.275234
-615.0,200,314.612298
985.0,200,314.873871
-615.0,200,315.360008
-615.0,200,315.966954
985.0,200,316.906961
985.0,200,317.492462
985.0,200,317.840202
985.0,200,318.110219
985.0,200,318.518468
985.0,200,318.957185
-615.0,200,322.695849
-615.0,200,323.051025
985.0,200,323.34834
985.0,200,323.648623
-615.0,200,324.196259
985.0,200,324.687259
985.0,200,325.037063
985.0,200,325.593542
985.0,200,325.911299
985.0,200,326.183618
985.0,200,326.450462
985.0,200,326.835546
985.0,200,327.180984
985.0,200,327.4368
985.0,200,327.696591
985.0,200,328.147082
985.0,200,328.476605
-615.0,200,328.74343
985.0,200,329.09384
985.0,200,329.538536
-615.0,200,330.168607
985.0,200,330.569458
985.0,200,331.108948
-615.0,200,331.466909
985.0,200,331.712175
985.0,200,332.240842
985.0,200,332.760166
985.0,200,333.022999
-615.0,200,333.290708
985.0,200,333.648874
985.0,200,334.021313
985.0,200,334.357248
985.0,200,334.664707
985.0,200,335.055355
985.0,200,335.438518
985.0,200,335.723146
985.0,200,335.972447
-615.0,200,336.397573
985.0,200,336.797342
985.0,200,337.05231
-615.0,200,337.308388
985.0,200,337.570955
985.0,200,338.000291
985.0,200,338.331952
985.0,200,338.583749
985.0,200,338.851526
-615.0,200,339.254102
-615.0,200,339.788472
985.0,200,340.12505
985.0,200,340.495142
985.0,200,342.901945
985.0,200,343.23429
985.0,200,343.907137
985.0,200,344.251122
985.0,200,344.513469
985.0,200,344.945423
985.0,200,345.307019
985.0,200,345.563379
-615.0,200,345.826869
985.0,200,346.118808
985.0,200,346.616153
-615.0,200,346.880096
-615.0,200,347.142925
985.0,200,347.804016
985.0,200,348.135062
-615.0,200,348.476959
985.0,200,348.742843
985.0,200,349.584126
985.0,200,350.672052
985.0,200,351.795283
985.0,200,352.563387
985.0,200,353.177139
-615.0,200,353.991335
-615.0,200,354.58516
985.0,200,355.189244
985.0,200,355.831039
985.0,200,356.402955
-615.0,200,356.778426
985.0,200,357.036619
-615.0,200,357.297222
985.0,200,357.565111
985.0,200,358.128994
985.0,200,358.727519
985.0,200,359.346669
-615.0,200,359.980142
985.0,200,360.53287
985.0,200,361.100492
985.0,200,361.611098
-615.0,200,361.942514
985.0,200,362.456164
985.0,200,362.731913
985.0,200,363.351965
985.0,200,363.80403
985.0,200,364.067335
985.0,200,364.331975
985.0,200,364.610958
985.0,200,365.069374
-615.0,200,365.336747
-615.0,200,365.603568
985.0,200,365.862024
985.0,200,368.392109
985.0,200,369.117458
985.0,200,369.791259
-615.0,200,370.587501
985.0,200,371.148489
985.0,200,371.810144
985.0,200,372.439684
985.0,200,372.767162
985.0,200,373.2592
-615.0,200,373.596243
985.0,200,373.877409
985.0,200,374.143603
-615.0,200,374.665249
985.0,200,375.034093
985.0,200,375.303402
985.0,200,375.563464
985.0,200,375.888265
985.0,200,376.49858
985.0,200,377.168406
985.0,200,377.87982
985.0,200,378.621129
-615.0,200,379.23411
-615.0,200,379.59223
-615.0,200,379.856568
985.0,200,380.319496
985.0,200,380.579161
985.0,200,380.841846
985.0,200,381.181724
-615.0,200,381.666197
985.0,200,381.932124
985.0,200,382.188593
985.0,200,382.444809
-615.0,200,382.944323
-615.0,200,383.216946
-615.0,200,383.475427
985.0,200,383.743422
-615.0,200,384.183114
-615.0,200,384.531281
-615.0,200,384.865141
985.0,200,385.123837
-615.0,200,385.537573
985.0,200,385.883852
-615.0,200,386.150443
-615.0,200,386.425139
-615.0,200,386.821464
985.0,200,387.191326
-615.0,200,387.456527
985.0,200,387.717139
985.0,200,387.975482
985.0,200,388.453564
985.0,200,391.091111
985.0,200,391.616746
985.0,200,391.905812
985.0,200,392.319258
985.0,200,392.685931
985.0,200,392.949445
985.0,200,393.233941
985.0,200,393.504776
-615.0,200,393.883831
985.0,200,394.152313
-615.0,200,394.425324
985.0,200,394.683194
-615.0,200,394.954195
985.0,200,395.428931
985.0,200,395.692483
-615.0,200,395.960988
985.0,200,396.232241
-615.0,200,396.705817
985.0,200,396.968519
985.0,200,397.22611
-615.0,200,397.510203
-615.0,200,398.049022
985.0,200,398.407305
-615.0,200,398.677236
985.0,200,398.942394
985.0,200,399.385195
985.0,200,400.067008
-615.0,200,400.719303
985.0,200,401.087081
-615.0,200,401.35832
985.0,200,401.625693
985.0,200,402.247021
985.0,200,402.640357
985.0,200,402.893604
985.0,200,403.328982
985.0,200,403.975209
985.0,200,404.60408
-615.0,200,405.30113
985.0,200,405.642052
985.0,200,406.037604
985.0,200,406.375353
985.0,200,406.633271
985.0,200,406.893937
985.0,200,407.159319
985.0,200,407.749698
985.0,200,408.384359
985.0,200,409.115379
985.0,200,409.673183
985.0,200,410.387382
-615.0,200,411.079987
985.0,200,414.694869
985.0,200,414.961234
-615.0,200,415.242471
985.0,200,415.671075
985.0,200,416.054058
-615.0,200,416.318922
-615.0,200,416.592175
985.0,200,416.877064
-615.0,200,417.267624
985.0,200,417.545859
-615.0,200,417.816802
-615.0,200,418.083235
985.0,200,418.525151
985.0,200,419.100305
985.0,200,419.774001
-615.0,200,420.159313
-615.0,200,420.42401
-615.0,200,421.07759
-615.0,200,421.774999
985.0,200,422.494198
-615.0,200,423.118809
985.0,200,423.721901
-615.0,200,424.431216
985.0,200,425.010382
985.0,200,425.705752
-615.0,200,426.291638
-615.0,200,427.08643
985.0,200,427.665858
985.0,200,428.389044
-615.0,200,429.009416
985.0,200,429.722415
985.0,200,430.368777
985.0,200,431.091374
985.0,200,431.701112
985.0,200,432.388218
985.0,200,433.001409
985.0,200,433.711422
985.0,200,434.347089
985.0,200,434.996406
985.0,200,435.601512
985.0,200,436.203826
985.0,200,436.893273
985.0,200,437.523534
985.0,200,438.141603
985.0,200,438.611082
985.0,200,438.998298
985.0,200,439.353193
985.0,200,439.899217
985.0,200,440.59738
-615.0,200,441.298555
985.0,200,444.169057
985.0,200,444.815914
985.0,200,445.092728
-615.0,200,445.352743
985.0,200,445.93048
985.0,200,446.265317
985.0,200,446.529006
985.0,200,446.786781
985.0,200,447.239434
985.0,200,447.563236
-615.0,200,447.822849
985.0,200,448.086765
-615.0,200,448.499851
985.0,200,448.875265
985.0,200,449.143937
-615.0,200,449.415624
985.0,200,449.812942
-615.0,200,450.192252
-615.0,200,450.451073
-615.0,200,451.118231
-615.0,200,451.799106
-615.0,200,452.384618
985.0,200,452.878846
985.0,200,453.372337
985.0,200,454.095166
985.0,200,454.583662
985.0,200,454.841661
985.0,200,455.206945
-615.0,200,455.559278
-615.0,200,455.843219
-615.0,200,456.298494
985.0,200,456.784032
-615.0,200,457.065054
-615.0,200,457.325661
985.0,200,457.588452
985.0,200,458.003874
985.0,200,458.353333
985.0,200,458.844499
985.0,200,459.503211
-615.0,200,459.898787
985.0,200,460.166808
985.0,200,460.42942
-615.0,200,460.942027
-615.0,200,461.204103
-615.0,200,461.461454
985.0,200,461.719115
985.0,200,462.081964
985.0,200,462.659457
985.0,200,463.288237
985.0,200,463.965017
-615.0,200,467.167615
-615.0,200,467.690273
985.0,200,467.947338
985.0,200,468.211706
985.0,200,468.479878
-615.0,200,469.00064
985.0,200,469.276361
985.0,200,469.543433
985.0,200,469.813648
-615.0,200,470.231076
985.0,200,470.499
985.0,200,470.765518
985.0,200,471.032219
-615.0,200,471.389301
985.0,200,471.935701
985.0,200,472.519851
-615.0,200,472.89503
985.0,200,473.181512
985.0,200,473.463001
985.0,200,473.73521
-615.0,200,474.049093
-615.0,200,474.518877
985.0,200,474.800302
-615.0,200,475.052118
985.0,200,475.40856
985.0,200,475.827091
-615.0,200,476.09702
985.0,200,476.376378
985.0,200,476.734211
985.0,200,477.226151
985.0,200,477.816649
-615.0,200,478.618337
985.0,200,479.244411
-615.0,200,479.95355
985.0,200,480.501968
985.0,200,480.940364
985.0,200,481.513195
-615.0,200,481.779022
985.0,200,482.035667
985.0,200,482.363858
985.0,200,482.685301
-615.0,200,482.947127
-615.0,200,483.214188
985.0,200,483.518627
985.0,200,484.117116
985.0,200,484.651087
985.0,200,485.315181
985.0,200,485.924
985.0,200,486.572202
985.0,200,487.121228
