#{"t_start": 1763989766.1521366, "env_id": "None"}
r,l,t
985.0,200,112.774755
985.0,200,113.26133
985.0,200,113.645978
985.0,200,114.064166
985.0,200,114.478245
985.0,200,114.948587
985.0,200,115.355397
985.0,200,115.864442
985.0,200,116.220543
985.0,200,116.58166
969.0,200,116.943103
977.0,200,117.349681
985.0,200,117.705022
985.0,200,118.074956
985.0,200,118.517705
985.0,200,118.937901
985.0,200,119.298685
985.0,200,119.657004
985.0,200,120.076835
985.0,200,120.434602
977.0,200,120.823289
985.0,200,121.292564
985.0,200,121.69038
985.0,200,122.045985
985.0,200,122.417977
985.0,200,122.879515
985.0,200,123.23954
979.0,200,123.60491
985.0,200,124.020815
985.0,200,124.454937
985.0,200,124.830034
985.0,200,125.191302
985.0,200,125.597812
985.0,200,125.961255
985.0,200,126.297964
985.0,200,127.86481
985.0,200,128.356949
985.0,200,128.733384
985.0,200,129.096265
985.0,200,129.532221
985.0,200,129.958345
985.0,200,130.34662
985.0,200,130.74068
985.0,200,131.148908
985.0,200,131.506782
985.0,200,131.867955
985.0,200,132.286911
985.0,200,132.647756
985.0,200,133.001873
985.0,200,133.346965
985.0,200,133.784489
985.0,200,134.130793
985.0,200,134.541595
985.0,200,134.967924
985.0,200,135.391379
985.0,200,135.777732
985.0,200,136.137292
985.0,200,136.592206
985.0,200,136.950731
985.0,200,137.299495
985.0,200,137.899735
985.0,200,138.271852
985.0,200,138.718565
985.0,200,139.142501
985.0,200,139.489976
985.0,200,139.864401
985.0,200,140.241449
985.0,200,140.643867
985.0,200,140.999805
985.0,200,141.347864
985.0,200,141.707831
985.0,200,142.14297
985.0,200,142.533773
985.0,200,142.945126
985.0,200,143.367005
985.0,200,143.747813
985.0,200,144.180905
985.0,200,144.664773
985.0,200,145.085989
985.0,200,145.480963
985.0,200,145.956628
985.0,200,146.414784
985.0,200,146.787763
985.0,200,147.277761
985.0,200,147.690986
985.0,200,149.392904
985.0,200,149.806592
985.0,200,150.31801
985.0,200,150.724199
985.0,200,151.11258
985.0,200,151.526851
985.0,200,151.964865
985.0,200,152.359802
985.0,200,152.824429
985.0,200,153.287892
985.0,200,153.654381
985.0,200,154.006993
985.0,200,154.425839
985.0,200,154.799918
985.0,200,155.209864
985.0,200,155.649012
985.0,200,156.071872
985.0,200,156.426073
985.0,200,156.812237
985.0,200,157.204373
985.0,200,157.590784
985.0,200,157.969419
985.0,200,158.35834
977.0,200,158.812646
985.0,200,159.20895
985.0,200,159.567756
985.0,200,160.008791
985.0,200,160.399406
985.0,200,160.863826
985.0,200,161.326747
985.0,200,161.669739
985.0,200,162.040744
985.0,200,162.440295
985.0,200,162.804007
985.0,200,163.162775
985.0,200,163.532023
985.0,200,163.953797
985.0,200,164.325068
985.0,200,164.692501
985.0,200,165.148847
985.0,200,165.911494
985.0,200,166.618912
985.0,200,167.356736
985.0,200,168.219894
985.0,200,168.90255
985.0,200,169.649795
985.0,200,170.53642
985.0,200,171.583817
985.0,200,172.407804
985.0,200,173.179865
985.0,200,175.862668
985.0,200,177.309861
985.0,200,178.486214
985.0,200,178.887529
985.0,200,179.485376
985.0,200,179.92865
985.0,200,180.316326
985.0,200,180.826376
985.0,200,181.321451
985.0,200,181.837882
985.0,200,182.604422
985.0,200,182.97256
985.0,200,183.883373
985.0,200,184.382737
985.0,200,184.932128
985.0,200,185.736922
985.0,200,186.503985
985.0,200,187.206036
985.0,200,187.917816
985.0,200,188.56671
985.0,200,189.421523
985.0,200,190.060839
985.0,200,190.928069
985.0,200,191.523041
985.0,200,192.390536
985.0,200,192.90851
985.0,200,193.59456
985.0,200,193.966807
985.0,200,194.416264
985.0,200,194.967921
985.0,200,195.336554
985.0,200,195.728399
985.0,200,196.439642
985.0,200,197.1507
985.0,200,198.004635
985.0,200,198.438803
985.0,200,198.993727
985.0,200,199.434212
985.0,200,199.801355
985.0,200,200.384879
985.0,200,200.788073
985.0,200,201.177953
985.0,200,201.78622
985.0,200,202.634613
985.0,200,203.570776
985.0,200,204.297875
985.0,200,205.003747
985.0,200,205.99676
985.0,200,206.679359
985.0,200,207.652057
985.0,200,210.869412
985.0,200,211.41758
985.0,200,211.837306
985.0,200,212.310743
985.0,200,212.956959
985.0,200,213.334742
985.0,200,213.694036
985.0,200,214.286941
985.0,200,214.706817
985.0,200,215.100317
985.0,200,215.709933
985.0,200,216.085979
985.0,200,216.441724
985.0,200,217.400939
985.0,200,218.269451
985.0,200,219.112142
985.0,200,220.039246
985.0,200,220.692569
985.0,200,221.271424
985.0,200,221.646647
985.0,200,222.031818
985.0,200,222.793715
985.0,200,223.578675
985.0,200,224.386949
985.0,200,225.404302
985.0,200,226.120862
985.0,200,227.066026
985.0,200,227.576133
985.0,200,228.411492
985.0,200,229.284586
985.0,200,230.134285
985.0,200,231.25091
985.0,200,232.196737
985.0,200,232.95275
985.0,200,233.83219
985.0,200,234.869794
985.0,200,235.77207
985.0,200,236.527733
985.0,200,237.157754
985.0,200,237.700963
985.0,200,238.07128
985.0,200,238.447054
985.0,200,239.133222
985.0,200,239.771014
985.0,200,240.678292
985.0,200,241.372698
985.0,200,242.30909
985.0,200,243.053787
985.0,200,243.48323
985.0,200,243.868818
985.0,200,246.320288
985.0,200,247.438165
985.0,200,248.738817
985.0,200,249.96048
985.0,200,251.030415
985.0,200,251.918125
985.0,200,252.762069
985.0,200,253.66717
985.0,200,254.410682
985.0,200,255.183867
985.0,200,255.780912
985.0,200,256.152642
985.0,200,256.571732
985.0,200,257.202996
985.0,200,257.586102
985.0,200,258.462138
985.0,200,259.019531
985.0,200,259.928401
985.0,200,260.966699
985.0,200,261.603054
985.0,200,262.109106
985.0,200,262.709376
985.0,200,263.09417
985.0,200,263.523099
985.0,200,264.20982
985.0,200,264.599893
985.0,200,265.211096
985.0,200,265.648192
985.0,200,266.019747
985.0,200,266.54883
985.0,200,266.986743
985.0,200,267.406146
985.0,200,268.121811
985.0,200,268.594319
985.0,200,268.970781
985.0,200,269.528386
985.0,200,269.971864
985.0,200,270.369992
985.0,200,271.001482
985.0,200,271.386763
985.0,200,271.879473
985.0,200,272.335135
985.0,200,272.841957
985.0,200,273.793775
985.0,200,274.653782
985.0,200,275.308999
985.0,200,275.775656
985.0,200,276.484798
985.0,200,276.876484
985.0,200,277.269009
985.0,200,279.526296
985.0,200,279.91836
985.0,200,280.518115
985.0,200,281.006355
985.0,200,281.438624
985.0,200,282.055465
985.0,200,282.47296
985.0,200,282.85096
985.0,200,283.504222
985.0,200,283.910508
985.0,200,284.654971
985.0,200,285.257655
985.0,200,285.639616
985.0,200,286.17013
985.0,200,286.547157
985.0,200,286.984207
985.0,200,287.68263
985.0,200,288.337319
985.0,200,288.881297
985.0,200,289.284487
985.0,200,289.649987
985.0,200,290.338184
985.0,200,290.739738
985.0,200,291.168121
985.0,200,291.761231
985.0,200,292.169512
985.0,200,292.586443
985.0,200,293.294974
985.0,200,293.670422
985.0,200,294.088862
985.0,200,294.660173
985.0,200,295.051874
985.0,200,295.685038
985.0,200,296.155129
985.0,200,296.533592
985.0,200,297.091501
985.0,200,297.505021
985.0,200,297.871178
985.0,200,298.423086
985.0,200,298.863488
985.0,200,299.241036
985.0,200,299.767277
985.0,200,300.263328
985.0,200,300.634326
985.0,200,301.15349
985.0,200,301.611641
985.0,200,301.99893
985.0,200,302.467206
985.0,200,302.861188
985.0,200,303.250787
985.0,200,305.803516
985.0,200,306.306521
985.0,200,306.915148
985.0,200,307.460601
985.0,200,308.168963
985.0,200,308.554373
985.0,200,308.956548
985.0,200,309.510145
985.0,200,310.250811
985.0,200,311.003806
985.0,200,311.532274
985.0,200,311.984557
985.0,200,312.48384
985.0,200,312.84471
985.0,200,313.22497
985.0,200,313.792675
985.0,200,314.21333
985.0,200,314.588245
985.0,200,315.274867
985.0,200,315.970674
985.0,200,316.837146
985.0,200,317.728478
985.0,200,318.344131
985.0,200,318.967924
985.0,200,319.558962
985.0,200,320.048493
985.0,200,320.786222
985.0,200,321.418305
985.0,200,321.981418
985.0,200,322.550139
985.0,200,323.445351
985.0,200,324.156451
985.0,200,324.982429
985.0,200,325.559022
985.0,200,326.232071
985.0,200,326.586336
985.0,200,327.063952
985.0,200,327.551454
985.0,200,327.924039
985.0,200,328.362716
985.0,200,329.075165
985.0,200,329.603938
985.0,200,330.419223
985.0,200,330.928319
985.0,200,331.663493
985.0,200,332.17517
985.0,200,332.768544
985.0,200,333.156189
985.0,200,333.653091
985.0,200,334.259106
985.0,200,336.324011
985.0,200,336.97463
985.0,200,337.362831
985.0,200,337.739071
985.0,200,338.26968
985.0,200,338.638469
985.0,200,339.026525
985.0,200,339.668133
985.0,200,340.042866
985.0,200,340.448356
985.0,200,341.217041
985.0,200,341.592796
985.0,200,342.063835
985.0,200,342.495517
985.0,200,342.869931
985.0,200,343.357999
985.0,200,343.88107
985.0,200,344.314244
985.0,200,344.905194
985.0,200,345.311824
985.0,200,345.681482
985.0,200,346.28646
985.0,200,346.655323
985.0,200,347.075633
985.0,200,347.767008
985.0,200,348.160665
985.0,200,348.559195
985.0,200,349.187001
985.0,200,349.785236
985.0,200,350.536228
985.0,200,351.206495
985.0,200,351.856286
985.0,200,352.427262
985.0,200,353.161758
985.0,200,353.709174
985.0,200,354.202218
985.0,200,354.738836
985.0,200,355.126977
985.0,200,355.578359
985.0,200,356.042649
985.0,200,356.443699
985.0,200,357.143897
985.0,200,357.738431
985.0,200,358.248373
985.0,200,359.232326
985.0,200,360.517333
985.0,200,361.793114
985.0,200,362.19666
985.0,200,362.572289
985.0,200,363.411015
985.0,200,366.169317
985.0,200,366.658916
985.0,200,367.748138
985.0,200,368.482189
985.0,200,369.261895
985.0,200,370.052831
985.0,200,370.664554
65.0,200,371.521116
985.0,200,372.237906
985.0,200,373.312768
985.0,200,374.479315
985.0,200,375.61202
985.0,200,376.36234
985.0,200,377.115112
985.0,200,377.850958
-319.0,200,379.078824
449.0,200,379.765017
985.0,200,380.143724
985.0,200,380.519335
985.0,200,381.095129
297.0,200,381.884019
985.0,200,382.924126
985.0,200,383.651265
985.0,200,384.564505
985.0,200,385.827232
985.0,200,386.565375
-191.0,200,387.304264
985.0,200,388.04867
985.0,200,388.791974
-143.0,200,389.456594
985.0,200,389.987248
985.0,200,390.797104
985.0,200,391.611797
985.0,200,391.995394
985.0,200,392.743327
985.0,200,393.165374
985.0,200,393.615268
985.0,200,394.167336
985.0,200,394.553042
985.0,200,395.160599
937.0,200,395.549417
985.0,200,395.914613
985.0,200,396.642958
985.0,200,397.51228
897.0,200,398.239164
873.0,200,398.92205
913.0,200,399.540331
985.0,200,399.934719
985.0,200,400.301452
985.0,200,400.850456
985.0,200,403.347128
889.0,200,403.938276
889.0,200,404.316286
985.0,200,404.846189
985.0,200,405.290276
985.0,200,405.673297
857.0,200,406.198885
929.0,200,406.667008
979.9,200,407.048779
961.0,200,407.685477
606.0,127,407.963712
953.6,200,408.509008
920.0,200,409.255263
908.8,200,410.09421
461.0,98,410.609177
985.0,200,411.338769
977.0,200,412.012915
606.0,137,412.266588
953.9,200,412.647019
961.0,200,413.100433
831.0,186,413.902403
908.0,200,414.734264
706.0,147,415.241397
853.9,200,416.0556
766.0,164,416.58111
875.0,200,417.390957
925.9,200,418.048974
828.0,200,418.94619
881.7,200,419.701063
140.0,31,419.838858
842.9,200,420.538388
819.0,200,421.2497
887.0,200,422.006878
959.9,200,422.771965
848.9,200,423.45151
864.0,200,424.316913
877.0,200,424.98196
849.9,200,425.716678
477.9,108,426.037193
864.9,200,426.984499
588.0,123,427.409636
170.0,37,427.529164
460.0,102,427.929477
841.0,200,428.727022
881.0,200,429.480949
218.0,48,429.637027
918.9,200,430.3211
946.0,200,431.373837
833.8,200,432.162816
580.7,133,432.659029
931.0,200,433.544014
909.9,200,434.289318
294.9,63,434.493797
355.0,77,434.807029
494.0,105,435.186424
892.9,200,435.890699
745.0,174,436.589928
795.9,200,439.837084
869.9,200,440.512632
820.9,184,440.982787
929.6,200,441.366289
870.9,200,441.842021
917.6,200,442.710604
792.7,200,443.475136
349.9,75,443.834028
805.8,200,444.593075
876.0,200,445.341722
757.9,166,446.124221
815.9,200,446.932775
857.4,200,447.91375
869.8,200,448.735119
895.8,200,449.541299
338.0,73,449.79144
876.0,200,450.606344
897.0,200,451.055339
583.4,200,451.671261
957.7,200,452.090185
399.0,85,452.252064
682.0,143,452.531302
931.6,200,453.202223
874.0,200,453.646909
830.9,200,454.258472
641.0,152,454.668615
827.0,200,455.046827
932.8,200,455.756172
938.0,200,456.344397
940.4,200,456.725079
383.0,81,457.125293
918.9,200,457.530977
827.0,200,457.903334
870.0,200,458.38319
703.9,165,458.72093
846.8,200,459.10471
864.0,200,459.480118
862.0,200,460.132922
830.9,200,460.537213
855.8,200,461.352629
820.9,193,461.720589
923.9,200,462.101775
627.6,139,462.447084
830.0,200,462.896515
924.6,200,463.279074
611.0,136,463.531991
398.9,90,463.859491
793.8,174,464.407334
914.4,200,464.813794
519.7,110,465.288239
863.9,200,465.739561
823.9,200,466.119688
933.7,200,466.675277
944.0,200,467.10391
920.4,200,467.484738
892.8,200,468.136708
906.9,200,470.730114
635.0,149,471.21725
851.0,200,471.611009
878.9,200,472.292238
906.0,200,472.756335
936.7,200,473.168384
893.9,200,473.758443
539.0,122,473.979454
830.9,181,474.324648
304.0,68,474.459673
541.0,115,474.86242
615.0,137,475.127186
8.0,8,475.143534
238.9,53,475.236876
353.0,75,475.379799
648.0,146,475.894887
542.0,114,476.311886
276.0,66,476.444833
370.0,77,476.579295
843.9,200,476.961524
859.8,200,477.492439
355.9,79,477.690475
223.0,49,477.779123
600.7,133,478.030195
777.8,170,478.351064
631.9,146,478.886346
233.0,51,479.058134
123.0,31,479.121785
609.9,130,479.37668
291.0,66,479.499293
717.0,150,479.781129
808.8,200,480.33935
826.6,192,480.700841
152.0,35,480.766322
714.6,157,481.062167
849.0,200,481.545087
884.0,200,482.05119
805.9,200,482.441893
233.0,51,482.538162
835.8,200,483.14184
938.6,200,483.511123
729.0,171,483.830174
822.9,200,484.60209
897.7,200,485.415226
884.0,200,486.212936
49.0,16,486.242201
804.9,200,486.620161
909.9,200,487.302979
862.0,200,487.684325
900.0,200,488.076956
90.0,23,488.138803
942.8,200,488.730174
795.6,182,489.19082
819.7,200,489.822952
813.0,173,490.153848
694.0,162,490.457026
866.8,200,490.915287
423.8,94,491.40662
871.6,200,492.090712
623.0,133,492.758188
188.0,42,492.92969
246.0,55,493.143508
684.0,154,493.953054
74.8,22,494.029211
911.8,200,494.501151
892.0,200,494.953373
756.8,167,495.529154
876.0,200,495.908834
581.0,127,496.165608
960.0,200,498.569266
973.0,200,499.154778
511.8,115,499.612518
952.0,200,500.172508
80.0,21,500.21001
496.0,108,500.431067
828.0,200,500.99361
869.0,200,501.360017
901.0,200,501.728831
754.0,200,502.369021
677.0,141,502.635134
872.0,198,503.024539
725.9,156,503.610502
730.7,155,504.01706
907.0,200,504.397343
298.0,64,504.595628
898.0,200,505.089016
893.8,200,505.454145
913.7,200,505.834687
837.0,200,506.508379
943.6,200,507.187975
973.9,200,507.737119
415.0,94,507.920401
947.0,200,508.359175
597.0,135,508.657221
597.0,138,509.053282
806.0,200,509.544135
357.0,84,509.716347
437.9,93,509.913007
548.0,122,510.433111
908.7,200,510.817189
957.9,200,511.197214
862.9,200,511.813239
660.7,143,512.156294
934.9,200,513.012262
868.9,200,513.456881
90.0,24,513.49324
881.0,200,513.867097
15.0,8,513.891627
905.8,200,514.467171
885.0,200,514.827269
875.0,200,515.221832
922.0,200,515.890005
931.9,200,516.268261
605.9,130,516.510273
761.6,162,516.870372
341.0,76,517.198237
908.9,200,517.9922
686.0,151,518.532863
414.8,88,518.843241
920.0,200,519.655351
949.9,200,520.329408
915.7,200,521.15991
893.0,200,521.865556
875.9,200,522.674962
641.0,139,523.17617
904.9,190,523.566669
454.0,98,523.922576
937.9,200,524.307256
834.0,200,524.684367
893.9,200,525.311869
862.9,200,527.325281
929.8,200,528.056822
732.0,156,528.368224
876.9,200,528.749768
926.9,200,529.241157
833.0,200,529.722131
853.0,200,530.131955
155.0,34,530.279114
932.0,200,531.200044
887.9,200,531.585376
922.8,200,532.246747
854.0,200,532.74309
940.8,200,533.679112
876.0,200,534.207039
20.0,9,534.222047
821.9,175,534.748836
955.7,200,535.165335
862.0,200,535.605021
859.9,200,536.207009
763.0,200,536.58987
178.0,40,536.663967
556.0,117,536.883778
861.0,200,537.569293
876.9,200,537.950225
35.0,12,537.972368
938.9,200,538.359005
978.0,200,538.959053
924.9,200,539.341118
617.0,130,539.576356
966.9,200,540.093888
945.9,200,540.670888
886.0,200,541.43422
631.9,135,541.717304
979.9,200,542.726295
933.8,200,543.952089
964.0,200,545.226205
979.9,200,545.984796
971.0,200,546.635133
857.0,200,547.449248
842.0,200,547.830927
828.0,200,548.217183
867.0,200,548.79958
-10.0,3,548.810935
858.0,200,549.191416
953.0,200,549.554394
883.0,200,550.177085
881.0,200,550.563458
59.0,18,550.602328
835.0,200,551.005291
897.0,200,551.693476
905.0,200,552.082709
795.9,200,552.598147
742.9,154,553.090013
888.6,200,553.4683
916.9,200,553.8403
884.0,200,554.430212
890.0,200,555.072767
